ID,Raydist Red,Raydist Green,Sample Number,Sample Description,Decimal Latitude,Decimal Longitude,Collection Date,Water Depth,Water Content,Bulk Density,Total Carbon,Organic Carbon,Sulfur,Gravel,Phi  -1,Phi -075,Phi -050,Phi -025,Phi 0,Phi 025,Phi 050,Phi 075,Phi 100,Phi 125,Phi 150,Phi 175,Phi 200,Phi 225,Phi 250,Phi 275,Phi 300,Phi 325,Phi 350,Phi 375,Phi 400,Phi 433,Phi 467,Phi 500,Phi 533,Phi 567,Phi 600,Phi 633,Phi 667,Phi 700,Phi 733,Phi 767,Phi 800,Phi 833,Phi 867,Phi 900,Phi 933,Phi 967,Phi 10,Phi 11,Phi 12,Phi 13,Phi 14,Sand,Silt,Clay,Shepard's Class,Median,Graphic Mean,Graphic Sorting,Graphic Skewness,Graphic Kurtosis,Moment Mean,Moment Sorting,Moment Skewness,Moment Kurtosis
487,208.62,591.33,14,Mid-bay sample,39.24194,76.24028,08-Nov-79,7,55,1.39773893356323,4.84899997711182,4.37599992752075,0.330000013113022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.981,3.408,5.6,8.28,12.787,17.598,23.323,29.353,35.443,41.472,47.624,52.801,57.487,61.132,64.487,67.843,71.199,74.092,76.637,82.478,88.319,94.159,100,3,55,43,6,7.48600006103516,8.10099983215332,2.72399997711182,0.321999996900558,0.950999975204468,8.21399974822998,2.53299999237061,0.307000011205673,-0.670000016689301
488,198.53,599.06,11,Mid-bay sample,39.24222,76.24944,08-Nov-79,7,63,1.30543291568756,5.26800012588501,4.57499980926514,0.300000011920929,0,0,0,0,0,0,0.038,0.038,0.077,0.077,0.115,0.153,0.268,0.344,0.421,0.497,0.574,0.65,0.765,2.181,6.58,8.493,9.306,11.398,14.942,19.358,24.587,30.106,35.684,41.087,46.374,51.545,56.019,60.471,64.172,67.39,70.716,73.827,76.509,78.655,83.991,89.327,94.664,100,8,52,40,6,7.23400020599365,7.77199983596802,2.90499997138977,0.256000012159348,1.01699995994568,7.72700023651123,2.76799988746643,0.231000006198883,-0.564999997615814
489,217.37,610.94,13,Mid-bay sample,39.23278,76.24,08-Nov-79,11,58,1.36163401603699,4.77799987792969,3.99600005149841,0.409999996423721,0,0,0,0,0,0,0,0,0,0.08,0.186,0.318,0.371,0.53,0.636,0.689,0.848,1.193,2.359,4.585,6.387,7.42,7.591,8.79,11.073,14.326,18.264,23.515,28.995,34.702,40.695,46.631,51.882,56.945,61.017,64.485,67.952,71.254,74.116,76.537,82.403,88.269,94.134,100,7,50,43,6,7.54699993133545,8.09799957275391,2.90199995040894,0.226999998092651,1.06299996376038,8,2.75099992752075,0.158999994397163,-0.529999971389771
490,222.65,628.98,16,Mid-bay sample,39.22528,76.24223,06-Nov-79,5,44,1.54826962947845,-999,-999,-999,1,1.378,1.378,1.378,1.378,1.378,1.378,3.714,5.174,5.32,6.05,7.51,9.262,10.868,12.62,13.934,15.248,19.92,40.653,49.998,54.086,56.86,57.226,58.253,59.376,60.671,62.235,64.092,66.022,68.196,70.59,73.131,75.461,77.718,79.587,81.164,82.887,84.489,85.848,86.94,90.205,93.47,96.735,100,55,21,22,4,3.54200005531311,5.22399997711182,3.30299997329712,0.691999971866608,1.00300002098083,5.3600001335144,3.42499995231628,0.426999986171722,-0.326999992132187
491,220,570,1,Nearshore sample,39.24166,76.22778,07-Jul-82,-999,-999,,-999,-999,-999,6,6.116,6.116,6.116,6.116,6.116,6.116,7.219,9.792,17.142,33.68,54.628,73.371,84.397,90.645,94.687,97.995,99.465,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,99.832,94,0,0,1,1.48000001907349,1.51900005340576,0.504999995231628,0.164000004529953,1.1360000371933,1.53600001335144,0.507000029087067,0.261000007390976,0.277999997138977
492,220,570,2,Nearshore sample,39.24194,76.23,07-Jul-82,3,30,1.79419529438019,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4.505,26.432,76.293,92.512,95.216,95.817,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96.417,96,2,2,1,2.60899996757507,2.60199999809265,0.223000004887581,-0.00999999977648258,1.16999995708466,2.61100006103516,0.23199999332428,0.27700001001358,2.34200000762939
493,225,600,1,Nearshore sample,39.23306,76.2325,07-Jul-82,-999,-999,,-999,-999,-999,22,22.082,22.082,22.082,22.082,23.683,23.683,25.284,28.486,35.209,49.618,74.272,89.001,94.124,96.365,98.286,98.926,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,99.887,78,0,0,1,1.36500000953674,1.35399997234344,0.437999993562698,-0.0120000001043081,1.37100005149841,1.35899996757507,0.48199999332428,-0.017000000923872,1.88300001621246
494,225,600,2,Nearshore sample,39.23389,76.23389,07-Jul-82,4,23,1.94898247718811,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.952,4.285,16.664,39.041,62.371,80.463,90.937,95.222,96.175,96.175,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,96.651,97,2,2,1,2.34899997711182,2.36400008201599,0.39300000667572,0.0719999969005585,0.950999975204468,2.36899995803833,0.400000005960464,0.159999996423721,0.361999988555908
495,225,620,1,Nearshore sample,39.22556,76.23889,07-Jul-82,-999,-999,,-999,-999,-999,14,13.777,13.777,13.777,13.777,18.91,21.279,28.386,37.467,60.763,89.191,97.877,98.272,98.272,98.272,98.667,99.062,99.457,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,99.852,86,0,0,1,0.958000004291534,0.88400000333786,0.41100001335144,-0.324999988079071,1.30099999904633,0.898000001907349,0.465000003576279,0.252000004053116,4.16200017929077
496,225,620,2,Nearshore sample,39.22583,76.23972,07-Jul-82,4,25,1.90209794044495,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,2.128,13.475,32.978,53.544,71.274,85.813,92.904,95.032,95.741,95.741,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96.45,96,2,2,1,2.18499994277954,2.20900011062622,0.435000002384186,0.0920000001788139,0.904999971389771,2.22000002861023,0.437999993562698,0.273000001907349,0.513999998569489
497,225,640,1,Nearshore sample,39.2175,76.24333,07-Jul-82,-999,-999,,-999,-999,-999,49,49.022,49.022,49.022,51.986,60.582,67.399,72.883,81.479,89.334,93.336,94.373,94.818,95.115,95.707,96.3,97.486,98.227,98.672,98.968,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,99.264,50,0,0,1,0.537000000476837,0.517000019550323,0.741999983787537,0.189999997615814,1.34399998188019,0.628000020980835,0.800000011920929,0.748000025749207,2.45499992370605
498,225,640,2,Nearshore sample,39.21778,76.24528,07-Jul-82,4,27,1.85741603374481,-999,-999,-999,0,0,0,0,0,0,0,0.336,0.336,0.336,0.336,3.028,16.484,38.349,57.861,72.662,85.445,92.51,94.192,94.864,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95.201,95,2,2,1,2.11899995803833,2.16300010681152,0.439999997615814,0.151999995112419,0.885999977588654,2.16300010681152,0.442999988794327,0.111000001430511,0.425000011920929
499,235,660,1,Nearshore sample,39.20917,76.24667,07-Jul-82,-999,-999,,-999,-999,-999,24,24.073,24.073,24.073,24.073,27.365,27.365,27.64,30.383,39.987,57.547,78.949,89.101,93.216,95.96,98.155,99.527,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,99.802,76,0,0,1,1.30099999904633,1.30599999427795,0.467000007629395,0.0579999983310699,1.41100001335144,1.30299997329712,0.519999980926514,-0.0890000015497208,1.57799994945526
500,235,660,2,Nearshore sample,39.20945,76.24834,07-Jul-82,4,20,2.0238094329834,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.373,1.863,10.058,27.567,49.174,70.781,84.937,93.133,96.113,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,96.858,97,2,2,1,2.2409999370575,2.25200009346008,0.423000007867813,0.0450000017881393,0.970000028610229,2.25500011444092,0.41100001335144,0.0829999968409538,-0.279000014066696
501,289.75,917.14,17,Mid-bay sample,39.12305,76.31861,30-Oct-79,15,73,1.20588755607605,3.9449999332428,3.48499989509583,0.28999999165535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.254,0.385,0.732,1.86,3.335,5.461,8.368,12.143,17.133,22.991,28.848,34.672,39.545,44.18,49.291,54.579,58.977,62.958,72.219,81.479,90.74,100,0,35,65,7,9.04500007629395,9.41399955749512,2.4779999256134,0.189999997615814,0.800999999046326,9.36699962615967,2.35500001907349,0.120999999344349,-0.996999979019165
502,278.56,927.24,16,Mid-bay sample,39.12278,76.33,30-Oct-79,8,70,1.23411977291107,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.741,1.806,3.288,5.882,9.216,13.431,18.896,25.241,31.354,37.325,42.373,46.928,51.544,56.038,59.854,62.932,72.199,81.466,90.733,100,0,37,63,7,8.88799953460693,9.32800006866455,2.50999999046326,0.224999994039536,0.779999971389771,9.28899955749512,2.3970000743866,0.140000000596046,-1.05099999904633
503,307.57,937.09,14,Mid-bay sample,39.11389,76.31861,30-Oct-79,8,74,1.19676172733307,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0.707,1.869,3.737,6.767,10.706,15.655,21.715,28.533,34.831,40.718,45.604,49.901,54.199,58.202,61.675,64.442,73.331,82.221,91.11,100,0,41,59,7,8.67399978637695,9.1870002746582,2.53500008583069,0.263000011444092,0.77700001001358,9.1540002822876,2.42700004577637,0.171000003814697,-1.04999995231628
504,267.49,939.26,6,Mid-bay sample,39.12222,76.34278,30-Oct-79,6,70,1.23411977291107,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.287,0.476,0.855,1.802,3.271,5.781,9.002,13.265,18.948,25.485,31.831,38.18,43.396,48.048,52.95,57.601,61.624,65.018,73.763,82.509,91.254,100,0,38,62,7,8.79899978637695,9.26599979400635,2.47699999809265,0.245000004768372,0.805000007152557,9.22999954223633,2.35599994659424,0.170000001788139,-0.982999980449677
505,256.78,947.7,5,Mid-bay sample,39.1225,76.35333,25-Oct-79,6,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0.394,0.394,0.881,1.943,3.536,6.06,9.247,13.053,17.745,23.113,28.969,34.764,39.644,44.219,48.855,53.674,58.188,63.129,72.347,81.565,90.782,100,0,35,65,7,9.07900047302246,9.4060001373291,2.49799990653992,0.166999995708466,0.809000015258789,9.36100006103516,2.36400008201599,0.112000003457069,-1.00100004673004
506,296.77,946.74,15,Mid-bay sample,39.11389,76.33,30-Oct-79,7,71,1.22456324100494,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.57,1.71,3.562,6.269,9.593,13.914,19.281,25.502,31.533,37.422,42.33,46.66,51.106,55.379,59.132,62.307,71.73,81.154,90.577,100,0,37,63,7,8.91699981689453,9.33800029754639,2.53200006484985,0.211999997496605,0.773000001907349,9.30300045013428,2.41499996185303,0.130999997258186,-1.08200001716614
507,325.46,956.47,13,Mid-bay sample,39.105,76.31861,30-Oct-79,8,75,1.18777287006378,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0.354,0.354,0.934,1.9,3.302,6.104,9.825,14.464,20.263,27.077,33.3,39.711,45.125,49.793,54.46,59.003,62.986,66.596,74.947,83.298,91.649,100,0,39,60,7,8.68099975585938,9.17300033569336,2.47399997711182,0.264999985694885,0.818000018596649,9.14500045776367,2.34999990463257,0.194000005722046,-0.948000013828278
508,246.58,957.31,5,Mid-bay sample,39.12222,76.36472,24-Oct-79,5,68,1.2536872625351,3.81900000572205,3.34599995613098,0.239999994635582,0,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.329,0.45,0.693,1.117,2.147,3.479,4.873,6.145,7.417,8.508,9.235,9.78,10.083,10.204,10.204,10.457,11.048,12.188,13.96,16.239,19.108,22.527,26.958,32.017,36.59,41.6,46.027,49.919,54.248,58.383,62.032,65.145,73.859,82.573,91.286,100,10,31,58,7,8.68299961090088,8.94999980926514,3.22499990463257,-0.00800000037997961,1.06500005722046,8.67500019073486,3.12599992752075,-0.20100000500679,-0.351000010967255
509,285.56,958.86,7,Mid-bay sample,39.11333,76.34278,30-Oct-79,6,70,1.23411977291107,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.186,0.186,0.896,2.269,4.162,6.908,10.27,14.436,19.739,25.752,31.67,37.582,42.616,47.24,52.216,57.016,61.172,64.626,73.469,82.313,91.156,100,0,37,62,7,8.85200023651123,9.26900005340576,2.51799988746643,0.212999999523163,0.809000015258789,9.22799968719482,2.38599991798401,0.148000001907349,-0.999000012874603
510,275.71,967.18,4,Mid-bay sample,39.11333,76.35333,25-Oct-79,6,67,1.26370561122894,4.06599998474121,3.40499997138977,0.140000000596046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.41,0.59,1.084,2.209,3.872,6.346,9.358,13.225,17.992,23.658,29.233,35.034,40.149,44.89,49.756,54.559,59.051,63.916,72.937,81.958,90.979,100,0,35,65,7,9.01700019836426,9.36800003051758,2.49699997901917,0.179000005125999,0.819000005722046,9.32499980926514,2.36199998855591,0.119999997317791,-0.97299998998642
511,236.13,967.51,8,Mid-bay sample,39.12222,76.37666,23-Oct-79,6,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,0.655,0.943,1.412,2.205,3.574,5.592,7.899,10.746,14.457,18.854,23.224,28.489,33.363,38.012,43.11,48.432,53.642,58.515,68.886,79.258,89.629,100,1,28,72,7,9.43400001525879,9.66899967193604,2.48900008201599,0.101999998092651,0.819000005722046,9.65299987792969,2.33299994468689,0.0350000001490116,-0.992999970912933
512,315.25,966.46,12,Mid-bay sample,39.10472,76.32972,30-Oct-79,7,73,1.20588755607605,3.95600008964539,3.43899989128113,0.200000002980232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.369,0.723,1.782,3.415,5.711,8.712,12.685,17.673,23.544,29.327,35.378,40.539,45.166,50.031,54.658,58.573,61.836,71.377,80.918,90.459,100,0,35,65,7,8.9980001449585,9.40299987792969,2.50699996948242,0.202999994158745,0.783999979496002,9.36900043487549,2.38800001144409,0.116999998688698,-1.05299997329712
513,226.48,977.22,9,Mid-bay sample,39.12222,76.38805,23-Oct-79,6,66,1.27388536930084,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.665,0.998,2.329,3.993,5.657,7.32,9.65,11.979,13.975,15.306,16.471,17.136,17.597,18.024,18.681,19.865,21.41,23.383,25.618,28.183,31.273,34.955,38.736,42.616,46.314,49.76,53.458,57.24,61.149,65.267,73.951,82.634,91.317,100,17,25,57,7,8.6879997253418,8.16499996185303,3.83500003814697,-0.172000005841255,0.947000026702881,8.35400009155273,3.45900011062622,-0.181999996304512,-0.825999975204468
514,344.65,976.28,8,Mid-bay sample,39.09583,76.31805,30-Oct-79,8,71,1.22456324100494,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.395,0.904,1.922,3.542,5.995,9.004,12.984,17.936,23.907,29.97,35.737,40.707,45.308,50.34,55.493,60.034,63.776,72.832,81.888,90.944,100,0,36,64,7,8.97799968719482,9.35999965667725,2.49000000953674,0.196999996900558,0.808000028133392,9.31400012969971,2.35999989509583,0.13400000333786,-0.994000017642975
515,304.56,976.3,11,Mid-bay sample,39.10472,76.34139,30-Oct-79,6,72,1.21515369415283,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.606,1.63,3.54,6.289,9.41,13.602,18.82,25.015,30.686,36.415,41.151,45.477,50.154,54.715,58.749,62.256,71.692,81.128,90.564,100,0,36,64,7,8.98900032043457,9.37100028991699,2.52699995040894,0.19200000166893,0.777999997138977,9.32999992370605,2.40400004386902,0.122000001370907,-1.07000005245209
516,265.47,977.1,4,Mid-bay sample,39.11333,76.365,24-Oct-79,5,71,1.22456324100494,-999,-999,-999,0,0,0,0,0,0,0,0.021,0.021,0.021,0.084,0.126,0.21,0.273,0.336,0.441,0.735,1.912,3.95,5.147,5.715,6.03,6.03,6.603,7.749,9.346,11.515,13.971,16.877,20.234,24.246,28.994,33.668,38.719,43.232,47.53,52.097,56.825,61.123,65.422,74.066,82.711,91.355,100,6,33,61,7,8.84700012207031,9.07600021362305,2.98699998855591,0.0179999992251396,1.00600004196167,8.92199993133545,2.78800010681152,-0.0869999974966049,-0.551999986171722
517,294.5,986.36,3,Mid-bay sample,39.10444,76.35306,25-Oct-79,6,63,1.30543291568756,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854,0.854,0.854,1.425,2.215,3.883,6.209,9.281,13.056,17.664,23.283,28.901,34.829,40.158,44.769,49.559,54.409,58.78,63.331,72.498,81.666,90.833,100,1,34,65,7,9.02999973297119,9.38799953460693,2.49900007247925,0.180000007152557,0.814999997615814,9.37199974060059,2.34699988365173,0.123999997973442,-1.00899994373322
518,217.74,986.57,16,Mid-bay sample,39.12194,76.39917,23-Oct-79,8,66,1.27388536930084,-999,-999,-999,0,0,0,0,0,0,0,0.077,0.077,0.307,0.46,0.921,1.458,2.226,3.07,3.914,4.835,5.909,7.137,8.442,9.593,10.36,10.36,10.688,11.488,12.543,14.072,15.964,18.329,21.167,24.733,29.063,33.611,38.398,42.755,46.776,51.228,55.68,59.749,63.435,72.576,81.717,90.859,100,10,28,62,7,8.90799999237061,9.05399990081787,3.17700004577637,-0.0390000008046627,1.02999997138977,8.81900024414063,3.08999991416931,-0.211999997496605,-0.388000011444092
519,255.65,986.59,7,Mid-bay sample,39.11333,76.37639,23-Oct-79,6,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,1.296,1.552,2.063,3.428,5.304,7.692,10.635,14.616,18.541,23.98,28.802,34.185,38.895,43.325,48.035,52.801,57.343,61.661,71.246,80.83,90.415,100,1,33,66,7,9.13700008392334,9.41699981689453,2.57800006866455,0.128000006079674,0.808000028133392,9.42399978637695,2.40000009536743,0.0790000036358833,-1.03900003433228
520,334.19,985.91,9,Mid-bay sample,39.09583,76.32944,30-Oct-79,7,73,1.20588755607605,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.271,0.814,1.763,3.255,5.425,8.499,12.432,17.45,23.417,29.34,35.036,40.144,44.684,49.509,54.22,58.42,62.109,71.582,81.054,90.527,100,0,35,65,7,9.03499984741211,9.41600036621094,2.49399995803833,0.194999992847443,0.783999979496002,9.37199974060059,2.38000011444092,0.11599999666214,-1.03600001335144
521,246.85,996.41,10,Mid-bay sample,39.11306,76.38778,23-Oct-79,6,61,1.32734727859497,-999,-999,-999,0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.432,0.513,0.715,0.917,1.401,1.967,2.735,3.583,4.553,5.523,6.17,6.654,6.937,7.099,7.285,7.658,8.664,10.266,12.316,14.887,17.719,20.96,24.612,28.785,32.847,37.083,40.925,44.375,48.043,51.798,55.379,58.916,69.187,79.458,89.729,100,7,30,63,7,9.19099998474121,9.27000045776367,3.16899991035461,-0.0719999969005585,0.957000017166138,9.08500003814697,3.01799988746643,-0.210999995470047,-0.419999986886978
522,209.45,996.47,17,Mid-bay sample,39.12194,76.41111,23-Oct-79,5,63,1.30543291568756,2.55100011825562,2.41599988937378,0.239999994635582,0,0,0,0,0,0,0,0,0,0,0.109,0.109,0.109,0.327,0.436,0.654,0.981,2.289,7.739,19.62,29.538,34.552,35.544,36.593,38.01,39.852,41.609,43.48,45.35,47.306,49.488,52.067,54.765,58.075,61.17,64.084,67.25,70.596,73.798,77.001,82.75,88.5,94.25,100,35,24,42,4,7.06599998474121,7.23600006103516,3.46399998664856,0.138999998569489,0.666000008583069,7.14599990844727,3.41799998283386,0.162000000476837,-1.20799994468689
523,323.99,995.93,10,Mid-bay sample,39.09555,76.34111,30-Oct-79,6,73,1.20588755607605,3.94899988174438,3.52600002288818,0.180000007152557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.584,1.544,3.13,5.466,8.262,11.976,16.733,22.283,27.749,32.924,37.681,42.379,47.811,53.293,57.991,61.955,71.466,80.978,90.489,100,0,33,67,7,9.13300037384033,9.46700000762939,2.48499989509583,0.168999999761581,0.797999978065491,9.42399978637695,2.35500001907349,0.101999998092651,-1.01199996471405
524,285.27,996.5,3,Mid-bay sample,39.10417,76.36444,24-Oct-79,5,69,1.24382662773132,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.228,2.673,3.074,3.697,5.166,6.99,9.572,12.821,16.426,21.144,26.663,32.182,37.807,42.371,46.51,50.968,55.266,59.193,62.642,71.982,81.321,90.661,100,2,36,62,7,8.92800045013428,9.2810001373291,2.65300011634827,0.149000003933907,0.819000005722046,9.31599998474121,2.45600008964539,0.0869999974966049,-1.03699994087219
525,363.89,998.42,27,Mid-bay sample,39.08611,76.31917,29-Oct-79,9,73,1.20588755607605,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535,1.336,2.851,5.078,7.795,11.492,16.303,22.183,28.24,34.254,39.817,44.807,50.083,54.958,59.03,62.299,71.725,81.15,90.575,100,0,34,66,7,8.99499988555908,9.42500019073486,2.46399998664856,0.218999996781349,0.794000029563904,9.38799953460693,2.34800004959106,0.130999997258186,-1.02699995040894
526,202.15,1006.15,26,Mid-bay sample,39.12194,76.42278,23-Oct-79,4,56,1.38549304008484,-999,-999,-999,0,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.694,0.694,0.694,0.944,1.444,1.444,2.194,3.695,10.449,25.208,42.468,51.973,53.023,54.522,55.946,57.72,59.568,61.267,63.016,64.74,66.539,68.512,70.536,72.734,74.728,76.646,78.946,81.349,83.65,85.721,89.29,92.86,96.43,100,52,21,27,4,3.9539999961853,5.67999982833862,3.04200005531311,0.811999976634979,0.797999978065491,5.97599983215332,3.20099997520447,0.456999987363815,-0.462999999523163
527,314.42,1006.2,2,Mid-bay sample,39.09528,76.35278,25-Oct-79,6,62,1.31629884243011,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0.426,0.426,0.897,2.451,4.335,6.973,10.175,14.132,18.936,24.823,30.617,36.598,41.789,46.492,51.255,55.957,59.927,63.591,72.693,81.796,90.898,100,0,36,63,7,8.91199970245361,9.31700038909912,2.52800011634827,0.20100000500679,0.806999981403351,9.28999996185303,2.38800001144409,0.133000001311302,-1.02400004863739
528,275.23,1006.55,6,Mid-bay sample,39.10417,76.37666,23-Oct-79,7,69,1.24382662773132,3.96000003814697,3.48900008201599,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.069,1.069,1.069,1.326,2.022,3.122,4.808,6.933,9.756,13.311,17.929,22.73,27.971,33.096,37.986,43.288,49.178,55.305,62.138,71.604,81.069,90.535,100,1,27,72,7,9.37800025939941,9.6269998550415,2.40599989891052,0.123000003397465,0.860000014305115,9.60900020599365,2.23200011253357,0.0850000008940697,-0.907000005245209
529,238.29,1006.8,15,Mid-bay sample,39.11278,76.39972,23-Oct-79,7,61,1.32734727859497,2.57200002670288,2.1710000038147,1.47000002861023,3,3.187,3.187,3.187,3.187,3.187,3.187,3.187,3.975,4.763,6.602,8.901,12.645,15.864,18.688,20.79,22.17,23.286,24.272,25.191,25.848,26.374,26.626,26.85,27.327,28.477,29.684,31.367,33.218,35.35,38.014,41.128,44.382,48.005,51.468,54.773,58.356,62.059,65.562,69.066,76.799,84.533,92.266,100,23,22,52,4,8.3459997177124,7.5310001373291,4.25099992752075,-0.204999998211861,0.837999999523163,7.78000020980835,3.87299990653992,-0.165999993681908,-1.05200004577637
530,354.15,1008.48,28,Mid-bay sample,39.08583,76.33056,29-Oct-79,8,67,1.26370561122894,4.39400005340576,3.92499995231628,0.419999986886978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.2,0.294,0.994,2.489,4.543,7.345,10.8,14.816,19.719,25.369,31.066,36.932,41.878,46.422,51.196,55.854,59.823,63.043,72.283,81.522,90.761,100,0,37,63,7,8.91699981689453,9.31099987030029,2.55299997329712,0.194000005722046,0.796000003814697,9.27099990844727,2.42499995231628,0.119999997317791,-1.03600001335144
531,382.3,1015.4,14,Mid-bay sample,39.07806,76.31778,28-Aug-79,11,72,1.21515369415283,3.60400009155273,3.24900007247925,0.319999992847443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,1.134,2.436,4.284,6.426,8.778,11.718,15.498,20.202,25.242,30.749,35.718,40.387,45.715,51.342,56.969,62.357,71.768,81.179,90.589,100,0,31,69,7,9.25399971008301,9.52999973297119,2.48099994659424,0.127000004053116,0.853999972343445,9.45899963378906,2.34100008010864,0.068000003695488,-0.916999995708466
532,266.75,1015.44,11,Mid-bay sample,39.10417,76.3875,23-Oct-79,6,64,1.29474484920502,-999,-999,-999,1,0.728,0.728,0.728,0.728,0.811,0.811,0.977,1.06,1.225,1.473,1.97,3.294,5.281,8.261,11.986,15.628,18.194,19.435,20.097,20.511,20.76,20.76,20.904,21.338,22.467,23.856,25.708,27.792,30.194,33.087,36.473,39.946,43.607,47.025,50.32,53.859,57.399,60.775,64.152,73.114,82.076,91.038,100,20,23,56,4,8.67099952697754,7.91499996185303,4.07399988174438,-0.202000007033348,0.888999998569489,8.23099994659424,3.66199994087219,-0.188999995589256,-0.950999975204468
