ID,Raydist Red,Raydist Green,Sample Number,Sample Description,Decimal Latitude,Decimal Longitude,Collection Date,Water Depth,Water Content,Bulk Density,Total Carbon,Organic Carbon,Sulfur,Gravel,Phi  -1,Phi -075,Phi -050,Phi -025,Phi 0,Phi 025,Phi 050,Phi 075,Phi 100,Phi 125,Phi 150,Phi 175,Phi 200,Phi 225,Phi 250,Phi 275,Phi 300,Phi 325,Phi 350,Phi 375,Phi 400,Phi 433,Phi 467,Phi 500,Phi 533,Phi 567,Phi 600,Phi 633,Phi 667,Phi 700,Phi 733,Phi 767,Phi 800,Phi 833,Phi 867,Phi 900,Phi 933,Phi 967,Phi 10,Phi 11,Phi 12,Phi 13,Phi 14,Sand,Silt,Clay,Shepard's Class,Median,Graphic Mean,Graphic Sorting,Graphic Skewness,Graphic Kurtosis,Moment Mean,Moment Sorting,Moment Skewness,Moment Kurtosis
533,230.37,1015.63,18,Mid-bay sample,39.11278,76.41084,23-Oct-79,5,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0.052,0.052,0.052,0.052,0.105,0.157,0.419,0.524,0.681,0.942,1.361,3.089,6.701,9.895,10.511,12.206,14.555,16.597,18.908,21.411,23.915,26.534,29.616,33.159,36.934,41.302,45.438,49.295,53.616,58.031,62.352,66.628,74.971,83.314,91.657,100,10,31,59,7,8.7209997177124,8.68000030517578,3.19199991226196,-0.0299999993294477,0.883000016212463,8.64400005340576,2.97900009155273,-0.0570000000298023,-0.901000022888184
534,304.47,1015.23,2,Mid-bay sample,39.09555,76.36417,24-Oct-79,5,66,1.27388536930084,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707,0.707,0.707,1.472,2.732,4.621,7.366,10.561,14.476,19.381,25.05,30.72,36.255,41.083,45.435,50.204,54.794,58.967,62.544,71.908,81.272,90.636,100,1,36,64,7,8.98600006103516,9.34899997711182,2.5550000667572,0.177000001072884,0.794000029563904,9.33300018310547,2.40899991989136,0.112000003457069,-1.057000041008
535,344.24,1017.65,29,Mid-bay sample,39.08611,76.34167,29-Oct-79,7,70,1.23411977291107,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.073,0.073,0.917,2.229,4.058,6.73,10.059,14.232,19.436,25.531,31.533,37.573,42.489,46.989,51.668,56.287,60.314,63.689,72.767,81.845,90.922,100,0,38,62,7,8.88099956512451,9.30000019073486,2.52600002288818,0.210999995470047,0.796999990940094,9.25599956512451,2.40199995040894,0.137999996542931,-1.02900004386902
536,372.4,1025.85,15,Mid-bay sample,39.07778,76.32972,28-Aug-79,9,69,1.24382662773132,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.951,1.984,3.472,5.705,8.598,11.988,16.329,21.455,26.705,32.758,38.207,43.292,48.619,53.704,58.062,61.634,71.225,80.817,90.408,100,0,33,67,7,9.09099960327148,9.46599960327148,2.48799991607666,0.184000000357628,0.810000002384186,9.42399978637695,2.36500000953674,0.0979999974370003,-1.00300002098083
537,210.01,1021.94,25,Mid-bay sample,39.11666,76.42917,23-Oct-79,3,42,1.57919180393219,-999,-999,-999,0,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.504,2.37,7.499,12.629,17.292,19.857,21.955,24.054,28.95,48.302,62.758,71.385,72.274,73.365,74.347,75.454,76.53,77.683,78.744,79.757,80.802,81.924,83.061,84.398,85.628,86.842,88.179,89.485,90.607,91.606,93.705,95.803,97.902,100,71,13,16,5,3.52999997138977,4.53800010681152,2.94300007820129,0.574000000953674,1.90400004386902,4.59600019454956,2.96300005912781,0.745000004768372,1.31299996376038
538,223.68,1025.33,24,Mid-bay sample,39.1125,76.42223,23-Oct-79,4,64,1.29474484920502,-999,-999,-999,0,0,0,0,0,0,0,0,0.246,0.246,0.295,0.393,0.491,0.687,0.933,1.326,1.67,2.013,2.357,3.634,7.66,11.146,13.096,15.363,17.471,19.778,22.205,24.671,27.177,29.683,32.587,36.008,39.628,43.945,48.037,51.814,56.041,60.358,64.495,68.408,76.306,84.204,92.102,100,11,33,56,7,8.50699996948242,8.41600036621094,3.28399991989136,-0.0219999998807907,0.837000012397766,8.42300033569336,3.07699990272522,-0.046000000089407,-0.91100001335144
539,258.32,1025.38,14,Mid-bay sample,39.10417,76.39917,23-Oct-79,6,57,1.37345993518829,-999,-999,-999,0,0.23,0.23,0.23,0.23,0.343,0.457,0.91,1.137,1.93,3.402,5.781,10.426,16.883,23.681,29.912,33.423,35.463,36.369,36.935,37.389,37.615,37.615,37.727,38.151,38.888,39.87,41.098,42.571,44.335,46.5,49.067,51.791,54.829,57.609,60.227,63.265,66.465,69.568,72.606,79.454,86.303,93.151,100,37,17,45,0,7.46199989318848,7.03499984741211,4.21600008010864,-0.0750000029802322,0.601999998092651,6.84899997711182,4.16900014877319,0.0130000002682209,-1.44000005722046
540,333.43,1025.55,1,Mid-bay sample,39.08667,76.35306,25-Oct-79,6,72,1.21515369415283,-999,-999,-999,0,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.528,0.692,1.092,1.539,2.103,2.832,3.537,4.101,4.595,4.971,5.253,5.418,5.535,5.606,5.606,5.723,6.193,7.408,8.935,10.933,13.48,16.614,20.413,25.153,29.933,35.387,40.355,44.999,49.698,54.45,58.824,63.144,72.358,81.572,90.786,100,5,30,65,7,9.03499984741211,9.31400012969971,2.92899990081787,0.0149999996647239,1.03999996185303,9.0959997177124,2.82800006866455,-0.230000004172325,0.128000006079674
541,295.29,1025.66,5,Mid-bay sample,39.09528,76.37639,23-Oct-79,6,66,1.27388536930084,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.797,1.962,2.126,2.785,4.101,5.993,8.503,11.259,14.592,18.541,23.231,27.962,33.287,37.898,42.399,47.12,52.225,57.385,63.094,72.32,81.547,90.773,100,2,31,67,7,9.1879997253418,9.41300010681152,2.57699990272522,0.0979999974370003,0.851999998092651,9.42300033569336,2.37100005149841,0.0689999982714653,-0.957000017166138
542,401.73,1035.61,15,Mid-bay sample,39.06889,76.31778,27-Aug-79,12,71,1.22456324100494,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.87,1.254,1.982,3.094,4.552,6.469,8.579,11.225,14.792,19.202,23.723,29.137,34.328,39.352,44.71,50.124,54.98,59.055,69.291,79.528,89.764,100,1,29,71,7,9.32600021362305,9.61800003051758,2.51300001144409,0.120999999344349,0.834999978542328,9.58800029754639,2.37100005149841,0.0270000007003546,-0.939999997615814
543,363,1035.7,16,Mid-bay sample,39.0775,76.34111,28-Aug-79,8,66,1.27388536930084,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.188,0.473,1.185,2.751,5.03,8.211,11.866,16.139,21.123,26.82,32.422,37.881,42.862,47.386,52.196,56.891,61.128,64.85,73.637,82.425,91.212,100,0,38,62,7,8.84799957275391,9.22799968719482,2.55800008773804,0.193000003695488,0.810999989509583,9.18900012969971,2.4210000038147,0.135000005364418,-1.00199997425079
544,287.17,1035.3,12,Mid-bay sample,39.095,76.3875,23-Oct-79,7,64,1.29474484920502,2.9300000667572,2.38299989700317,0.970000028610229,0,0,0,0,0,0,0,0,0,0.114,0.114,0.456,1.025,2.391,4.327,7.174,11.388,14.462,16.17,17.195,17.651,17.651,17.651,17.852,18.624,19.732,21.243,23.358,25.675,28.428,31.752,35.613,39.641,43.704,47.686,51.23,55.037,58.844,62.389,65.714,74.286,82.857,91.429,100,18,26,56,7,8.55099964141846,7.96999979019165,3.91000008583069,-0.159999996423721,0.939000010490417,8.29899978637695,3.46000003814697,-0.165000006556511,-0.86599999666214
545,250.95,1035.51,19,Mid-bay sample,39.10389,76.41111,23-Oct-79,5,59,1.35000991821289,-999,-999,-999,0,0,0,0,0,0,0,0,0.027,0.027,0.027,0.135,0.189,0.296,0.458,0.62,0.835,1.078,1.401,2.075,3.961,5.173,5.327,5.864,6.938,8.548,10.504,13.112,15.758,18.596,22.048,26.113,30.485,35.515,40.026,44.434,49.256,54.182,58.849,63.257,72.443,81.628,90.814,100,5,30,64,7,9.05000019073486,9.22299957275391,2.91199994087219,0.00800000037997961,0.96399998664856,9.10099983215332,2.72900009155273,-0.0949999988079071,-0.583000004291534
546,232.45,1039.95,23,Mid-bay sample,39.1075,76.42694,23-Oct-79,4,49,1.47601473331451,-999,-999,-999,0,0,0,0,0,0,0.224,0.448,1.68,3.585,7.506,13.219,18.933,23.974,28.567,32.264,34.728,36.521,38.425,42.122,45.259,48.172,49.36,50.647,51.612,53.122,54.533,56.092,57.701,59.31,61.117,63.27,65.547,68.117,70.601,72.917,75.543,78.169,80.512,82.573,86.93,91.287,95.643,100,48,20,32,5,4.49900007247925,5.48299980163574,3.95900011062622,0.379999995231628,0.700999975204468,5.69099998474121,3.93199992179871,0.236000001430511,-1.10599994659424
547,324.39,1035,1,Mid-bay sample,39.08667,76.36417,24-Oct-79,6,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0.673,0.926,1.684,3.404,5.478,8.564,12.055,16.203,20.641,26.26,31.26,36.372,40.923,45.081,49.575,53.957,58.171,61.823,71.367,80.911,90.456,100,1,36,64,7,9.0319995880127,9.33500003814697,2.61299991607666,0.143999993801117,0.783999979496002,9.31700038909912,2.46600008010864,0.0850000008940697,-1.07500004768372
548,353.53,1045,17,Mid-bay sample,39.0775,76.3525,28-Aug-79,7,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.612,0.846,1.735,3.468,5.856,8.666,11.85,15.737,20.607,26.226,31.892,37.536,42.129,46.335,50.817,55.243,59.172,62.603,71.952,81.302,90.651,100,0,37,62,7,8.93900012969971,9.30399990081787,2.6010000705719,0.168999999761581,0.797999978065491,9.27200031280518,2.46000003814697,0.101000003516674,-1.05599999427795
549,391.73,1045.08,14,Mid-bay sample,39.06889,76.32944,27-Aug-79,11,72,1.21515369415283,3.4210000038147,3.06800007820129,0.400000005960464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0.599,1.551,2.891,4.759,7.156,10.046,13.677,17.978,22.788,32.51,37.571,42.282,47.193,51.903,55.862,58.969,69.226,79.484,89.742,100,0,33,67,7,9.19900035858154,9.60599994659424,2.44799995422363,0.193000003695488,0.801999986171722,9.55900001525879,2.34500002861023,0.0839999988675117,-1.04999995231628
550,243.97,1044.9,22,Mid-bay sample,39.10361,76.42278,23-Oct-79,5,65,1.28423035144806,3.90499997138977,2.69799995422363,0.439999997615814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.481,3.737,4.798,6.188,8.054,10.029,12.151,14.346,16.76,19.686,23.161,26.86,31.405,35.843,40.282,45.355,50.903,56.346,61.525,71.143,80.762,90.381,100,3,28,69,7,9.2790002822876,9.39200019836426,2.7720000743866,0.00899999961256981,0.921000003814697,9.5,2.4449999332428,-0.0160000007599592,-0.879000008106232
551,316.29,1045.02,4,Mid-bay sample,39.08611,76.37556,23-Oct-79,7,67,1.26370561122894,4.04500007629395,3.3989999294281,0.280000001192093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.451,2.451,2.888,3.579,4.671,5.98,7.799,9.946,12.638,16.021,20.314,24.789,30.051,34.435,38.765,43.643,49.343,55.316,61.838,71.379,80.919,90.46,100,2,28,70,7,9.36999988555908,9.56400012969971,2.55200004577637,0.0640000030398369,0.89300000667572,9.58399963378906,2.31100010871887,0.0370000004768372,-0.884999990463257
552,279.12,1045.17,13,Mid-bay sample,39.095,76.39917,23-Oct-79,5,37,1.66218531131744,-999,-999,-999,0,0.031,0.031,0.031,0.031,0.295,0.295,1.089,1.619,4.265,8.234,15.644,25.435,38.402,52.162,65.923,76.772,82.594,84.447,86.034,86.828,87.357,87.357,87.481,87.592,87.804,88.029,88.33,88.644,88.984,89.387,89.864,90.355,90.854,91.346,91.849,92.424,93.011,93.538,93.987,95.49,96.994,98.497,100,87,3,9,1,2.21099996566772,2.30399990081787,1.87899994850159,0.462000012397766,4.06799983978271,3.04500007629395,2.76900005340576,1.22599995136261,5.09200000762939
553,382.85,1054.96,13,Mid-bay sample,39.06861,76.34084,27-Aug-79,9,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0.919,2.232,4.245,7.002,10.197,14.005,18.135,22.485,27.661,32.893,37.519,41.924,46.715,51.451,55.801,59.876,69.907,79.938,89.969,100,0,33,67,7,9.23099994659424,9.48799991607666,2.56800007820129,0.120999999344349,0.791000008583069,9.45800018310547,2.42700004577637,0.0590000003576279,-1.06900000572205
554,344.75,1055.03,18,Mid-bay sample,39.0775,76.36417,28-Aug-79,6,69,1.24382662773132,3.9449999332428,3.54200005531311,0.230000004172325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,1.132,1.519,2.719,4.349,6.794,9.625,12.756,16.23,20.433,25.28,29.976,35.211,39.529,43.631,48.218,53.022,57.556,61.819,71.365,80.91,90.455,100,1,34,65,7,9.12399959564209,9.36400032043457,2.64000010490417,0.104000002145767,0.811999976634979,9.35000038146973,2.46799993515015,0.0579999983310699,-1.03400003910065
555,307.54,1054.18,3,Mid-bay sample,39.08639,76.38695,23-Oct-79,7,66,1.27388536930084,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0.931,1.204,1.984,3.817,5.728,8.107,10.682,13.763,17.469,21.837,26.504,31.727,36.449,40.894,45.506,50.45,55.34,60.951,70.713,80.476,90.238,100,1,31,68,7,9.30300045013428,9.51099967956543,2.57800006866455,0.0829999968409538,0.839999973773956,9.48099994659424,2.40300011634827,0.0379999987781048,-0.978999972343445
556,271.44,1054.24,20,Mid-bay sample,39.095,76.41084,23-Oct-79,5,63,1.30543291568756,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,4.266,5.445,6.775,8.599,10.842,13.199,15.593,18.292,21.523,25.286,29.315,33.791,38.216,42.438,47.169,52.102,56.833,61.462,71.096,80.731,90.365,100,4,30,66,7,9.19099998474121,9.30500030517578,2.84400010108948,0.00800000037997961,0.893999993801117,9.4370002746582,2.49799990653992,-0.00700000021606684,-0.949000000953674
557,412.1,1064.79,19,Mid-bay sample,39.05972,76.32889,23-Aug-79,15,71,1.22456324100494,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0.554,0.94,1.797,3.211,4.969,7.284,10.113,13.585,18,23.187,28.416,34.098,39.041,43.644,48.758,53.758,57.962,61.371,71.029,80.686,90.343,100,0,34,66,7,9.08300018310547,9.42500019073486,2.55699992179871,0.157000005245209,0.808000028133392,9.39000034332275,2.4210000038147,0.0759999975562096,-1.0110000371933
558,336.51,1064.53,19,Mid-bay sample,39.07722,76.37527,28-Aug-79,6,71,1.22456324100494,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.948,2.208,2.77,3.98,5.924,8.301,11.153,14.135,17.506,21.568,26.322,30.766,36.144,40.863,45.198,49.862,54.472,58.587,62.099,71.574,81.05,90.525,100,2,34,64,7,9.01000022888184,9.27999973297119,2.70600008964539,0.108000002801418,0.824999988079071,9.32199954986572,2.4909999370575,0.0570000000298023,-1.03299999237061
559,373.95,1064.88,12,Mid-bay sample,39.06833,76.35222,27-Aug-79,8,66,1.27388536930084,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.67,1.28,2.64,5.033,7.848,11.179,14.697,18.591,23.189,28.256,33.276,38.398,42.848,46.884,50.972,54.957,58.527,61.683,71.263,80.842,90.421,100,0,38,62,7,8.92099952697754,9.23200035095215,2.70600008964539,0.138999998569489,0.782000005245209,9.21399974822998,2.55900001525879,0.0729999989271164,-1.10099995136261
560,265.22,1063.87,21,Mid-bay sample,39.09472,76.42194,23-Oct-79,4,28,1.835853099823,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.343,3.089,11.671,30.207,52.176,77.234,91.651,94.054,95.77,95.77,96.457,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,97,2,2,1,2.20700001716614,2.19300007820129,0.379000008106232,-0.0599999986588955,0.943000018596649,2.20000004768372,0.400000005960464,0.216000005602837,1.30599999427795
561,299.22,1064.19,2,Mid-bay sample,39.08611,76.39917,23-Oct-79,6,67,1.26370561122894,-999,-999,-999,5,5.159,5.159,5.159,5.159,5.159,5.159,5.399,5.88,6.241,7.324,9.609,12.976,18.388,26.206,36.068,43.525,47.855,49.779,50.982,51.944,52.425,52.425,52.596,52.956,53.743,54.736,55.883,57.047,58.365,59.838,61.635,63.501,65.538,67.559,69.542,71.941,74.953,77.965,80.732,85.549,90.366,95.183,100,47,13,34,5,4.63399982452393,5.84899997711182,3.93799996376038,0.437000006437302,0.657999992370605,5.95499992370605,4.04400014877319,0.216000005602837,-1.31299996376038
562,440.61,1074.33,23,Mid-bay sample,39.05111,76.3175,22-Aug-79,5,-999,,-999,-999,-999,16,15.851,15.851,15.851,15.851,16.099,16.596,17.093,19.08,22.805,30.008,42.427,58.074,72.231,86.14,93.84,96.075,96.82,97.317,97.317,97.317,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,97.565,82,1,1,1,1.72800004482269,1.72000002861023,0.507000029087067,-0.0590000003576279,0.967999994754791,1.71599996089935,0.532000005245209,-0.0649999976158142,0.896000027656555
563,402.65,1074.58,20,Mid-bay sample,39.05972,76.34055,23-Aug-79,12,72,1.21515369415283,3.37700009346008,3.02999997138977,0.490000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.161,0.673,1.485,2.383,4.092,6.613,9.518,12.894,17.253,22.38,27.636,33.029,37.823,42.182,46.867,51.498,55.42,58.635,68.976,79.317,89.659,100,0,33,67,7,9.22599983215332,9.52799987792969,2.55800008773804,0.136999994516373,0.776000022888184,9.4980001449585,2.43600010871887,0.0529999993741512,-1.08500003814697
564,328.39,1074.2,20,Mid-bay sample,39.07722,76.38695,28-Aug-79,7,68,1.2536872625351,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.288,0.461,1.327,2.886,4.921,7.476,10.421,13.885,18.128,23.195,28.294,34.024,39.181,43.994,49.036,53.849,58.146,61.871,71.403,80.935,90.468,100,0,34,66,7,9.06700038909912,9.4069995880127,2.55399990081787,0.158000007271767,0.814000010490417,9.37600040435791,2.41000008583069,0.0869999974966049,-1.02199995517731
565,365.45,1074.37,11,Mid-bay sample,39.06833,76.36361,27-Aug-79,7,68,1.2536872625351,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.734,2.607,3.481,5.139,7.322,10.204,13.303,16.883,21.161,26.094,30.823,35.817,40.227,44.371,48.994,53.563,57.707,61.426,71.07,80.713,90.357,100,2,34,64,7,9.07299995422363,9.33300018310547,2.67799997329712,0.10700000077486,0.808000028133392,9.35000038146973,2.49000000953674,0.0529999993741512,-1.0460000038147
566,292.65,1074.47,1,Mid-bay sample,39.08583,76.41084,23-Oct-79,5,65,1.28423035144806,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.828,4.899,5.323,6.453,7.936,9.737,11.785,14.116,16.799,19.836,23.544,27.429,31.666,35.868,39.929,44.498,49.777,55.564,62.163,71.623,81.082,90.541,100,5,27,68,7,9.3459997177124,9.4069995880127,2.80800008773804,-0.028999999165535,0.952000021934509,9.5629997253418,2.37899994850159,0,-0.892000019550323
567,393.9,1084.65,21,Mid-bay sample,39.05944,76.35222,23-Aug-79,9,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0.458,0.823,1.733,3.418,5.922,9.155,12.57,16.485,21.13,26.322,31.457,36.705,41.559,45.848,50.419,54.764,58.771,62.213,71.66,81.107,90.553,100,0,36,63,7,8.9689998626709,9.30000019073486,2.62100005149841,0.155000001192093,0.791000008583069,9.28400039672852,2.47199988365173,0.0920000001788139,-1.07299995422363
568,431.71,1084.81,22,Mid-bay sample,39.05056,76.32917,22-Aug-79,10,40,1.61137437820435,1.18299996852875,0.676999986171722,0.730000019073486,0,0,0,0,0,0,0,0,0.108,0.431,0.969,3.23,8.935,15.717,21.746,24.868,26.806,27.882,28.42,28.636,28.959,28.959,28.959,29.284,30.297,32.105,34.601,37.567,40.786,44.041,47.297,50.841,54.464,58.56,62.183,65.417,68.781,72.145,74.948,77.449,83.087,88.725,94.362,100,29,30,41,4,7.25400018692017,6.80900001525879,4.03499984741211,-0.0649999976158142,0.66100001335144,6.9210000038147,3.77800011634827,0,-1.14300000667572
569,320.66,1084,21,Mid-bay sample,39.07695,76.39889,28-Aug-79,6,56,1.38549304008484,-999,-999,-999,2,2.318,2.318,2.318,2.318,2.423,2.739,3.003,3.74,4.583,6.111,8.007,9.851,11.221,12.274,12.959,13.539,13.96,14.329,14.539,14.961,15.066,15.066,15.333,16.034,17.135,18.771,20.873,23.243,25.946,29.15,32.922,36.86,40.932,45.003,48.693,52.904,57.115,61.022,64.625,73.469,82.312,91.156,100,13,26,59,7,8.86200046539307,8.86400032043457,3.50999999046326,-0.119000002741814,1.10000002384186,8.5290002822876,3.4909999370575,-0.30799999833107,-0.284999996423721
570,356.69,1084.54,10,Mid-bay sample,39.06833,76.37556,27-Aug-79,7,68,1.2536872625351,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.575,2.981,3.792,5.099,6.857,9.472,12.311,15.512,19.028,23.224,27.582,32.477,37.319,41.892,46.196,50.715,55.342,59.485,63.466,72.599,81.733,90.866,100,3,35,63,7,8.94699954986572,9.19200038909912,2.75200009346008,0.0939999967813492,0.842000007629395,9.25800037384033,2.50399994850159,0.0599999986588955,-1.01199996471405
571,422.17,1094.1,21,Mid-bay sample,39.05083,76.34084,22-Aug-79,13,68,1.2536872625351,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.084,0.084,0.231,0.635,1.295,2.323,3.901,5.919,8.671,12.524,17.258,23.552,29.906,36.082,42.614,49.086,54.549,59.359,69.519,79.68,89.84,100,0,23,76,3,9.38899993896484,9.79699993133545,2.27099990844727,0.215000003576279,0.827000021934509,9.75599956512451,2.16400003433228,0.104000002145767,-0.931999981403351
572,460.7,1094.26,5,Mid-bay sample,39.04194,76.31722,22-Aug-79,4,25,1.90209794044495,-999,-999,-999,0,0,0,0,0,0,0,0,1.488,5.208,12.276,23.808,39.432,55.801,73.657,88.909,94.861,96.721,97.465,97.465,97.837,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98.209,98,1,1,1,1.89800000190735,1.87199997901917,0.526000022888184,-0.0740000009536743,0.945999979972839,1.87699997425079,0.532000005245209,0.0520000010728836,0.351000010967255
573,385.08,1094.68,22,Mid-bay sample,39.05944,76.36417,23-Aug-79,8,68,1.2536872625351,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.507,1.785,2.387,3.962,6,8.64,11.604,15.032,18.737,23.091,28.14,33.235,38.33,43.011,47.464,52.144,56.768,60.764,64.075,73.056,82.037,91.019,100,2,37,62,7,8.84700012207031,9.16199970245361,2.70300006866455,0.136999994516373,0.828999996185303,9.18400001525879,2.50399994850159,0.0890000015497208,-1.01900005340576
574,313.67,1093.75,22,Mid-bay sample,39.07667,76.41055,28-Aug-79,5,70,1.23411977291107,-999,-999,-999,0,0,0,0,0,0,0,0,0.025,0.049,0.074,0.198,0.322,0.445,0.619,0.817,1.015,1.188,1.485,2.945,4.454,5.988,6.686,7.711,8.86,10.911,13.496,16.326,19.116,22.11,25.597,29.741,34.089,38.725,43.36,47.674,52.377,57.273,61.635,65.756,74.317,82.878,91.439,100,6,33,61,7,8.83199977874756,8.97500038146973,2.99300003051758,0.0140000004321337,0.949000000953674,8.87100028991699,2.80999994277954,-0.0689999982714653,-0.663999974727631
575,348.86,1093.94,9,Mid-bay sample,39.06805,76.38695,27-Aug-79,8,64,1.29474484920502,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.557,2.94,3.877,5.239,7.409,9.878,12.559,15.538,18.815,22.731,27.242,31.881,36.989,41.433,45.468,49.963,54.407,58.544,62.426,71.82,81.213,90.607,100,3,34,63,7,9.00300025939941,9.22700023651123,2.77099990844727,0.0799999982118607,0.837999999523163,9.29599952697754,2.5239999294281,0.0430000014603138,-1.02699995040894
576,451.86,1103.97,6,Mid-bay sample,39.04167,76.32861,22-Aug-79,7,41,1.59512078762054,-999,-999,-999,0,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.315,0.792,5.079,13.892,27.945,40.331,48.43,62.483,77.251,83.205,85.111,86.064,86.54,86.566,86.741,87.025,87.446,87.912,88.352,88.779,89.199,89.672,90.241,90.843,91.49,92.055,92.62,93.24,93.881,94.425,94.914,96.185,97.457,98.728,100,86,5,9,1,2.52900004386902,2.55800008773804,1.69000005722046,0.407999992370605,3.46600008010864,3.26399993896484,2.57500004768372,1.25300002098083,5.5149998664856
577,377.25,1103.99,23,Mid-bay sample,39.05917,76.37527,23-Aug-79,9,65,1.28423035144806,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.147,4.147,4.439,5.315,7.026,8.946,11.492,14.371,17.751,21.757,26.515,31.439,36.603,41.245,45.522,50.164,54.91,59.292,63.465,72.598,81.732,90.866,100,4,32,63,7,8.98799991607666,9.24300003051758,2.73699998855591,0.0869999974966049,0.870999991893768,9.37100028991699,2.42199993133545,0.0750000029802322,-1.01499998569489
